cycle,type,temperature,Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct
41,3,24,-1-1i,-1-1i,1-0i,-0.09963270993545563-0.3756907765688753i,0.06233945399663769-0.0003400769769084638i,0.06158094574229446,0.03816813609946085
41,3,24,805.2166137695312+25.95255470275879i,353.5364074707031+90.22719573974609i,2.155917555234587-0.4768104132701416i,0.193204405301898-0.05301884714705384i,0.06193773406160637-8.30291603864551e-05i,0.06158094574229446,0.03816813609946085
41,3,24,807.4885864257812+46.55126953125i,350.990478515625+71.65827941894531i,2.23453846296387-0.3235754784588542i,0.03060531260302708+0.04367919991737943i,0.05958581629863568-0.0007250185712744903i,0.06158094574229446,0.03816813609946085
41,3,24,815.6292114257812+52.26844787597656i,343.4988708496094+64.77189636230469i,2.320652235959483-0.2854291718690032i,0.01889894941163158-0.05523630417595278i,0.0595576808138874-0.0006248344815836313i,0.06158094574229446,0.03816813609946085
41,3,24,814.6029052734375+54.51322174072266i,343.8223876953125+55.69268798828125i,2.333705758541154-0.2194654205968503i,0.1200983219865122-0.07247740437359797i,0.06171662351333738-0.001016637533111451i,0.06158094574229446,0.03816813609946085
41,3,24,812.0640258789062+55.96110153198242i,346.9866027832031+55.8320198059082i,2.306564687283727-0.2098613121888985i,0.1970791765358573-0.009408808121263303i,0.0595605233907892+0.0001297666784674362i,0.06158094574229446,0.03816813609946085
41,3,24,811.3597412109375+59.93346786499023i,348.3294067382812+51.71706008911133i,2.304044667832946-0.1700256927024874i,0.2247862543944613+0.06477723401952451i,0.06045573690537729-0.0008365144672519856i,0.06158094574229446,0.03816813609946085
41,3,24,813.98583984375+61.26543045043945i,347.4237365722656+49.70463943481445i,2.320649107521473-0.1556646567307588i,0.2261325095437101+0.1160085043397555i,0.05941203317082711-0.0007684033740496799i,0.06158094574229446,0.03816813609946085
41,3,24,807.933349609375+68.60569763183594i,350.0332336425781+42.83501052856445i,2.297737279045105-0.08518591962723035i,0.2213956242228861+0.1391689763355177i,0.05969236429382926-0.001253655679567336i,0.06158094574229446,0.03816813609946085
41,3,24,809.8192138671875+66.12352752685547i,349.1530456542969+46.02478408813477i,2.304306084019736-0.1143672179295991i,0.2185085324228868+0.1392348146655795i,0.0584995200992616-0.0004866531419204112i,0.06158094574229446,0.03816813609946085
41,3,24,807.6423950195312+57.16944885253906i,351.0021362304688+38.80283737182617i,2.290969116906154-0.09038877528031586i,0.2173379629962271+0.122844025998679i,0.06087281355146245-0.001051259618918773i,0.06158094574229446,0.03816813609946085
41,3,24,808.830810546875+56.24512100219727i,351.9270935058594+40.0442008972168i,2.286867671390241-0.1003920076296021i,0.2148802548403058+0.0963612924747346i,0.05951834845966555-0.0003107071188855386i,0.06158094574229446,0.03816813609946085
41,3,24,807.4910278320312+60.12725448608398i,354.091552734375+36.64322662353516i,2.273681568207699-0.06548525178995174i,0.2085344916480258+0.06560411294879578i,0.05798888330693575-0.001238405822676111i,0.06158094574229446,0.03816813609946085
41,3,24,809.5350952148438+59.34214019775391i,351.4174499511719+37.73445129394531i,2.29529565526193-0.0775988270210278i,0.1974784554800895+0.03545702665810189i,0.05684690603272304-0.00118943394290844i,0.06158094574229446,0.03816813609946085
41,3,24,808.4035034179688+62.87856292724609i,353.3547668457031+33.69683074951172i,2.283994485783289-0.03986025947447251i,0.1826708244256292+0.009353121976722086i,0.05756942902755276-0.0008077225217923411i,0.06158094574229446,0.03816813609946085
41,3,24,806.8043212890625+39.54883575439453i,356.3903198242188+29.51484298706055i,2.257529091212061-0.07598910353347534i,0.1661183761221606-0.010978625705437i,0.05757590906267918-0.0007962570282635688i,0.06158094574229446,0.03816813609946085
41,3,24,805.4121704101562+39.21746063232422i,356.9078369140625+28.51342391967773i,2.251050311849109-0.0699555700144628i,0.1500125993837104-0.02532007994778149i,0.05603263494653555-0.0008989481114326434i,0.06158094574229446,0.03816813609946085
